,ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CPC,CostPerConv_Total,CostPerConv_Approved,CPM
384,781207,936,116347,35-39,1,64,2755,0,0,1,0,0,0.00,0,0,0
880,1121845,1178,144664,30-34,1,32,390339,60,105.0199997,9,6,0.0154,1.75,11.6689,17.5033,0.27
760,1121592,1178,144622,45-49,0,10,428812,66,116.8800001,4,2,0.0154,1.77,29.22,58.44,0.27
1133,1314404,1178,179971,45-49,1,103,71982,11,16.34000051,1,0,0.0153,1.49,16.34,16.34000051,0.23
753,1121572,1178,144619,40-44,0,2,32574,5,7.480000019,1,0,0.0153,1.50,7.48,7.480000019,0.23
804,1121673,1178,144636,45-49,0,29,563074,86,142.7099985,4,2,0.0153,1.66,35.6775,71.355,0.25
783,1121627,1178,144628,45-49,0,21,65339,10,16.67999983,2,0,0.0153,1.67,8.34,16.67999983,0.26
390,781438,936,116385,30-34,0,63,2086,0,0,1,0,0,0.00,0,0,0
727,1121493,1178,144606,40-44,0,24,137584,21,36.77999961,1,0,0.0153,1.75,36.78,36.77999961,0.27
806,1121675,1178,144636,45-49,0,29,111963,17,29.3799994,2,1,0.0152,1.73,14.69,29.38,0.26
539,1121117,1178,144535,30-34,0,19,98759,15,26.56999946,1,1,0.0152,1.77,26.57,26.57,0.27
391,781470,936,116391,35-39,0,16,6016,0,0,1,0,0,0.00,0,0,0
394,781556,936,116405,30-34,1,32,1772,0,0,1,0,0,0.00,0,0,0
666,1121370,1178,144585,35-39,0,28,550954,84,150.1400012,3,0,0.0152,1.79,50.0467,150.1400012,0.27
636,1121316,1178,144576,35-39,0,19,447952,68,131.5799983,8,1,0.0152,1.94,16.4475,131.58,0.29
395,781559,936,116405,30-34,1,32,1783,0,0,1,0,0,0.00,0,0,0
1104,1314371,1178,179938,35-39,1,100,72982,11,15.04999995,1,0,0.0151,1.37,15.05,15.04999995,0.21
869,1121826,1178,144661,30-34,1,29,418016,63,95.8500005,3,1,0.0151,1.52,31.95,95.85,0.23
401,781907,936,116463,45-49,1,21,1314,0,0,1,0,0,0.00,0,0,0
402,781928,936,116467,30-34,0,18,2916,0,0,1,1,0,0.00,0,0,0
404,781950,936,116471,30-34,1,20,1984,0,0,1,0,0,0.00,0,0,0
756,1121584,1178,144621,40-44,0,66,33154,5,7.879999995,1,1,0.0151,1.58,7.88,7.88,0.24
585,1121216,1178,144556,30-34,0,30,198658,30,48.60999978,8,1,0.0151,1.62,6.0762,48.61,0.24
628,1121300,1178,144573,35-39,0,15,782894,118,192.9299995,5,2,0.0151,1.64,38.586,96.465,0.25
665,1121369,1178,144585,35-39,0,28,826205,125,232.3700008,5,1,0.0151,1.86,46.474,232.37,0.28
409,782130,936,116501,30-34,1,16,7301,0,0,1,0,0,0.00,0,0,0
412,782171,936,116507,30-34,1,30,535,0,0,1,0,0,0.00,0,0,0
413,782180,936,116509,30-34,0,29,3396,0,0,1,0,0,0.00,0,0,0
414,782219,936,116515,30-34,0,26,977,0,0,1,0,0,0.00,0,0,0
1097,1314362,1178,179929,30-34,1,106,173912,26,35.54000032,2,1,0.015,1.37,17.77,35.54,0.2
862,1121815,1178,144659,30-34,1,27,240497,36,51.84000087,1,0,0.015,1.44,51.84,51.84000087,0.22
1094,1314359,1178,179926,30-34,1,103,452519,68,99.52000237,7,2,0.015,1.46,14.2171,49.76,0.22
877,1121841,1178,144664,30-34,1,32,511726,77,123.0900019,8,4,0.015,1.60,15.3863,30.7725,0.24
660,1121361,1178,144584,35-39,0,27,685781,103,177.8899992,10,1,0.015,1.73,17.789,177.89,0.26
420,782443,936,116553,40-44,1,20,979,0,0,1,0,0,0.00,0,0,0
685,1121411,1178,144592,35-39,0,64,100351,15,24.17999995,2,1,0.0149,1.61,12.09,24.18,0.24
703,1121443,1178,144597,40-44,0,10,463813,69,116.3399996,4,2,0.0149,1.69,29.085,58.17,0.25
809,1121678,1178,144636,45-49,0,29,147551,22,38.50000083,1,0,0.0149,1.75,38.5,38.50000083,0.26
827,1121745,1178,144648,30-34,1,15,182265,27,38.18000007,2,1,0.0148,1.41,19.09,38.18,0.21
1074,1314332,1178,179899,40-44,0,106,67710,10,15.14999998,1,0,0.0148,1.52,15.15,15.14999998,0.22
422,782587,936,116577,30-34,0,10,2499,0,0,1,0,0,0.00,0,0,0
604,1121262,1178,144567,30-34,0,64,447420,66,110.2399991,7,2,0.0148,1.67,15.7486,55.12,0.25
638,1121319,1178,144577,35-39,0,20,256598,38,64.46999931,6,1,0.0148,1.70,10.745,64.47,0.25
424,782658,936,116589,30-34,0,15,4827,0,0,1,0,0,0.00,0,0,0
575,1121196,1178,144552,30-34,0,28,1392288,206,358.5500029,31,7,0.0148,1.74,11.5661,51.2214,0.26
620,1121287,1178,144571,30-34,0,66,344618,51,89.76000047,3,1,0.0148,1.76,29.92,89.76,0.26
545,1121125,1178,144536,30-34,0,20,1034284,152,257.7099986,20,9,0.0147,1.70,12.8855,28.6344,0.25
426,782706,936,116597,35-39,1,30,761,0,0,1,0,0,0.00,0,0,0
433,950079,936,123440,30-34,0,16,3142,0,0,2,2,0,0.00,0,0,0
434,950099,936,123443,30-34,0,18,1120,0,0,1,0,0,0.00,0,0,0
435,950109,936,123445,30-34,0,20,343,0,0,1,1,0,0.00,0,0,0
686,1121412,1178,144592,35-39,0,64,292448,43,76.89999968,2,1,0.0147,1.79,38.45,76.9,0.26
436,950170,936,123455,30-34,0,15,1720,0,0,1,1,0,0.00,0,0,0
437,950179,936,123457,30-34,0,16,3423,0,0,1,1,0,0.00,0,0,0
438,950182,936,123457,30-34,0,16,3242,0,0,1,0,0,0.00,0,0,0
1118,1314388,1178,179955,40-44,1,102,329333,48,67.60999918,1,0,0.0146,1.41,67.61,67.60999918,0.21
1071,1314327,1178,179894,40-44,0,101,68619,10,14.96000034,1,0,0.0146,1.50,14.96,14.96000034,0.22
890,1121862,1178,144667,30-34,1,64,411571,60,99.1799984,6,1,0.0146,1.65,16.53,99.18,0.24
633,1121310,1178,144575,35-39,0,18,341603,50,83.48000121,4,2,0.0146,1.67,20.87,41.74,0.24
889,1121861,1178,144667,30-34,1,64,157705,23,39.23000026,2,0,0.0146,1.71,19.615,39.23000026,0.25
7,708889,916,103940,30-34,0,15,15615,3,4.769999981,1,0,0.0192,1.59,4.77,4.769999981,0.31
440,950200,936,123460,30-34,0,10,1217,0,0,1,1,0,0.00,0,0,0
443,950345,936,123484,30-34,0,64,616,0,0,1,0,0,0.00,0,0,0
445,950463,936,123504,45-49,0,15,818,0,0,1,0,0,0.00,0,0,0
700,1121439,1178,144597,40-44,0,10,621591,91,163.36,5,1,0.0146,1.80,32.672,163.36,0.26
825,1121741,1178,144647,30-34,1,10,318042,46,64.40999997,8,4,0.0145,1.40,8.0512,16.1025,0.2
447,950521,936,123514,30-34,0,21,351,0,0,1,0,0,0.00,0,0,0
448,950531,936,123515,45-49,0,22,572,0,0,1,0,0,0.00,0,0,0
738,1121528,1178,144611,40-44,0,29,172827,25,38.42000043,2,0,0.0145,1.54,19.21,38.42000043,0.22
724,1121484,1178,144604,40-44,0,22,34453,5,7.710000038,1,1,0.0145,1.54,7.71,7.71,0.22
847,1121776,1178,144653,30-34,1,21,103709,15,24.56999969,3,1,0.0145,1.64,8.19,24.57,0.24
450,950550,936,123519,30-34,0,30,219,0,0,1,0,0,0.00,0,0,0
451,950577,936,123523,30-34,0,32,540,0,0,1,1,0,0.00,0,0,0
664,1121368,1178,144585,35-39,0,28,358987,52,87.55000067,1,0,0.0145,1.68,87.55,87.55000067,0.24
735,1121525,1178,144611,40-44,0,29,214094,31,53.26999903,1,0,0.0145,1.72,53.27,53.26999903,0.25
667,1121372,1178,144585,35-39,0,28,378350,55,96.48000073,4,0,0.0145,1.75,24.12,96.48000073,0.26
719,1121474,1178,144602,40-44,0,20,75803,11,19.3599999,2,2,0.0145,1.76,9.68,9.68,0.26
542,1121122,1178,144536,30-34,0,20,399199,58,103.1500002,3,0,0.0145,1.78,34.3833,103.1500002,0.26
1096,1314361,1178,179928,30-34,1,105,596831,86,120.8799992,11,0,0.0144,1.41,10.9891,120.8799992,0.2
701,1121440,1178,144597,40-44,0,10,250499,36,58.14000005,3,1,0.0144,1.62,19.38,58.14,0.23
682,1121403,1178,144591,35-39,0,63,228861,33,53.38999939,4,2,0.0144,1.62,13.3475,26.695,0.23
49,711217,916,104328,35-39,1,20,2783,1,1.600000024,1,0,0.0359,1.60,1.6,1.600000024,0.57
452,950578,936,123523,30-34,0,32,550,0,0,1,0,0,0.00,0,0,0
696,1121429,1178,144595,35-39,0,7,152454,22,37.84999979,1,1,0.0144,1.72,37.85,37.85,0.25
901,1121888,1178,144671,30-34,1,66,41672,6,10.54999995,2,1,0.0144,1.76,5.275,10.55,0.25
875,1121835,1178,144663,30-34,1,31,48935,7,9.970000267,1,1,0.0143,1.42,9.97,9.97,0.2
1109,1314379,1178,179946,35-39,1,108,502710,72,105.2199969,8,2,0.0143,1.46,13.1525,52.61,0.21
733,1121523,1178,144611,40-44,0,29,76923,11,17.67000008,2,2,0.0143,1.61,8.835,8.835,0.23
645,1121335,1178,144579,35-39,0,22,188596,27,44.14000034,3,0,0.0143,1.63,14.7133,44.14000034,0.23
734,1121524,1178,144611,40-44,0,29,209332,30,49.60000014,3,1,0.0143,1.65,16.5333,49.6,0.24
582,1121211,1178,144556,30-34,0,30,223586,32,54.24000037,1,0,0.0143,1.70,54.24,54.24000037,0.24
453,950595,936,123526,30-34,0,26,465,0,0,1,0,0,0.00,0,0,0
576,1121197,1178,144552,30-34,0,28,1109387,159,280.9899995,13,2,0.0143,1.77,21.6146,140.495,0.25
728,1121497,1178,144606,40-44,0,24,209825,30,54.86999953,1,0,0.0143,1.83,54.87,54.86999953,0.26
770,1121606,1178,144624,45-49,0,16,938283,134,248.6400001,7,2,0.0143,1.86,35.52,124.32,0.26
863,1121816,1178,144659,30-34,1,27,259984,37,54.7900002,5,0,0.0142,1.48,10.958,54.7900002,0.21
38,710571,916,104220,30-34,1,32,3091,1,1.610000014,1,1,0.0324,1.61,1.61,1.61,0.52
454,950609,936,123528,30-34,0,29,1761,0,0,1,1,0,0.00,0,0,0
1132,1314403,1178,179970,45-49,1,102,168714,24,36.01000071,2,2,0.0142,1.50,18.005,18.005,0.21
541,1121121,1178,144536,30-34,0,20,323899,46,78.9200002,5,1,0.0142,1.72,15.784,78.92,0.24
680,1121398,1178,144590,35-39,0,36,35088,5,8.800000072,1,1,0.0142,1.76,8.8,8.8,0.25
826,1121742,1178,144647,30-34,1,10,213016,30,44.21999955,8,2,0.0141,1.47,5.5275,22.11,0.21
455,950629,936,123532,30-34,0,65,152,0,0,1,1,0,0.00,0,0,0
456,950631,936,123532,30-34,0,65,152,0,0,1,1,0,0.00,0,0,0
672,1121378,1178,144586,35-39,0,29,1040330,147,254.2500038,13,2,0.0141,1.73,19.5577,127.125,0.24
654,1121347,1178,144581,35-39,0,24,220581,31,57.37,1,1,0.0141,1.85,57.37,57.37,0.26
1112,1314382,1178,179949,35-39,1,111,99810,14,20.05000019,2,0,0.014,1.43,10.025,20.05000019,0.2
658,1121355,1178,144583,35-39,0,26,99961,14,23.2099998,1,0,0.014,1.66,23.21,23.2099998,0.23
558,1121143,1178,144539,30-34,0,23,221695,31,52.26000011,5,2,0.014,1.69,10.452,26.13,0.24
533,1121110,1178,144534,30-34,0,18,880814,123,210.3600006,6,2,0.014,1.71,35.06,105.18,0.24
561,1121164,1178,144545,30-34,0,25,570699,80,138.7699997,9,2,0.014,1.73,15.4189,69.385,0.24
1091,1314355,1178,179922,45-49,0,114,150858,21,30.26000011,1,0,0.0139,1.44,30.26,30.26000011,0.2
457,950649,936,123535,30-34,0,64,429,0,0,1,0,0,0.00,0,0,0
834,1121756,1178,144649,30-34,1,16,705712,98,147.339999,6,1,0.0139,1.50,24.5567,147.34,0.21
652,1121344,1178,144581,35-39,0,24,165177,23,41.71999967,4,1,0.0139,1.81,10.43,41.72,0.25
678,1121394,1178,144589,35-39,0,32,461356,64,121.0999982,6,3,0.0139,1.89,20.1833,40.3667,0.26
1073,1314331,1178,179898,40-44,0,105,137879,19,28.47000003,2,0,0.0138,1.50,14.235,28.47000003,0.21
888,1121860,1178,144667,30-34,1,64,254344,35,56.16999996,2,1,0.0138,1.60,28.085,56.17,0.22
583,1121213,1178,144556,30-34,0,30,283170,39,65.22999996,2,1,0.0138,1.67,32.615,65.23,0.23
710,1121455,1178,144599,40-44,0,16,594267,82,143.3000009,3,2,0.0138,1.75,47.7667,71.65,0.24
458,950745,936,123551,30-34,0,29,1514,0,0,2,2,0,0.00,0,0,0
702,1121442,1178,144597,40-44,0,10,131637,18,29.30999982,2,1,0.0137,1.63,14.655,29.31,0.22
767,1121602,1178,144624,45-49,0,16,915451,125,220.559999,6,1,0.0137,1.76,36.76,220.56,0.24
460,950772,936,123556,35-39,0,28,460,0,0,1,0,0,0.00,0,0,0
569,1121182,1178,144549,30-34,0,27,876671,120,216.5599982,22,4,0.0137,1.80,9.8436,54.14,0.25
674,1121380,1178,144587,35-39,0,30,131091,18,34.23000026,3,1,0.0137,1.90,11.41,34.23,0.26
831,1121753,1178,144649,30-34,1,16,740631,101,153.1199975,9,1,0.0136,1.52,17.0133,153.12,0.21
603,1121261,1178,144567,30-34,0,64,103001,14,22.32000005,1,0,0.0136,1.59,22.32,22.32000005,0.22
461,950773,936,123556,35-39,0,28,471,0,0,1,0,0,0.00,0,0,0
463,950787,936,123558,30-34,0,27,199,0,0,1,0,0,0.00,0,0,0
858,1121806,1178,144658,30-34,1,26,190560,26,41.63,3,1,0.0136,1.60,13.8767,41.63,0.22
464,950808,936,123562,35-39,0,32,398,0,0,1,0,0,0.00,0,0,0
840,1121765,1178,144651,30-34,1,19,51509,7,11.57000005,1,0,0.0136,1.65,11.57,11.57000005,0.22
745,1121548,1178,144615,40-44,0,36,59004,8,13.51000011,1,0,0.0136,1.69,13.51,13.51000011,0.23
614,1121278,1178,144570,30-34,0,7,1044442,142,245.5999999,22,8,0.0136,1.73,11.1636,30.7,0.24
562,1121167,1178,144545,30-34,0,25,1063508,145,260.3800013,23,7,0.0136,1.80,11.3209,37.1971,0.24
465,950839,936,123567,30-34,0,24,246,0,0,2,2,0,0.00,0,0,0
957,1122058,1178,144700,40-44,1,18,22210,3,4.050000191,1,1,0.0135,1.35,4.05,4.05,0.18
616,1121282,1178,144570,30-34,0,7,185823,25,38.54999936,4,1,0.0135,1.54,9.6375,38.55,0.21
878,1121843,1178,144664,30-34,1,32,177452,24,37.83000016,2,0,0.0135,1.58,18.915,37.83000016,0.21
634,1121311,1178,144575,35-39,0,18,140749,19,30.4799999,1,1,0.0135,1.60,30.48,30.48,0.22
679,1121395,1178,144589,35-39,0,32,392541,53,98.70000017,3,2,0.0135,1.86,32.9,49.35,0.25
810,1121685,1178,144638,45-49,0,31,66794,9,17.3299998,1,1,0.0135,1.93,17.33,17.33,0.26
1082,1314343,1178,179910,45-49,0,102,134245,18,25.75000024,2,1,0.0134,1.43,12.875,25.75,0.19
1106,1314373,1178,179940,35-39,1,102,245607,33,47.87999952,3,1,0.0134,1.45,15.96,47.88,0.19
467,950969,936,123588,45-49,0,36,255,0,0,1,0,0,0.00,0,0,0
879,1121844,1178,144664,30-34,1,32,149808,20,33.03999937,1,1,0.0134,1.65,33.04,33.04,0.22
836,1121759,1178,144650,30-34,1,18,515812,69,117.6299995,3,1,0.0134,1.70,39.21,117.63,0.23
468,951021,936,123597,30-34,1,7,457,0,0,1,1,0,0.00,0,0,0
537,1121115,1178,144535,30-34,0,19,410310,55,96.80000055,3,0,0.0134,1.76,32.2667,96.80000055,0.24
535,1121113,1178,144534,30-34,0,18,894911,120,215.8399994,7,4,0.0134,1.80,30.8343,53.96,0.24
570,1121183,1178,144549,30-34,0,27,399392,53,93.07000041,5,0,0.0133,1.76,18.614,93.07000041,0.23
1111,1314381,1178,179948,35-39,1,110,357401,47,68.67000008,8,1,0.0132,1.46,8.5838,68.67,0.19
470,951035,936,123599,30-34,1,10,1539,0,0,1,1,0,0.00,0,0,0
1088,1314351,1178,179918,45-49,0,110,188758,25,36.60000038,2,1,0.0132,1.46,18.3,36.6,0.19
837,1121760,1178,144650,30-34,1,18,764793,101,171.9799976,4,2,0.0132,1.70,42.995,85.99,0.22
655,1121350,1178,144582,35-39,0,25,75804,10,17.36999965,2,1,0.0132,1.74,8.685,17.37,0.23
835,1121758,1178,144650,30-34,1,18,690373,91,159.5700021,5,2,0.0132,1.75,31.914,79.785,0.23
471,951043,936,123601,30-34,1,16,3189,0,0,1,0,0,0.00,0,0,0
706,1121451,1178,144599,40-44,0,16,1117385,147,260.0699984,11,2,0.0132,1.77,23.6427,130.035,0.23
472,951045,936,123601,30-34,1,16,3348,0,0,1,0,0,0.00,0,0,0
1065,1314320,1178,179887,35-39,0,109,106492,14,21.26000023,2,0,0.0131,1.52,10.63,21.26000023,0.2
859,1121807,1178,144658,30-34,1,26,373110,49,75.70000076,4,2,0.0131,1.54,18.925,37.85,0.2
886,1121857,1178,144666,30-34,1,63,91607,12,19.1899997,2,1,0.0131,1.60,9.595,19.19,0.21
669,1121374,1178,144586,35-39,0,29,327158,43,72.3100003,6,2,0.0131,1.68,12.0517,36.155,0.22
617,1121284,1178,144571,30-34,0,66,175631,23,40.75999951,1,0,0.0131,1.77,40.76,40.75999951,0.23
653,1121345,1178,144581,35-39,0,24,84194,11,19.56999981,1,0,0.0131,1.78,19.57,19.56999981,0.23
1061,1314314,1178,179881,35-39,0,103,92080,12,16.94000018,3,2,0.013,1.41,5.6467,8.47,0.18
699,1121437,1178,144596,35-39,0,66,38580,5,8.519999981,1,0,0.013,1.70,8.52,8.519999981,0.22
474,951102,936,123611,45-49,0,16,2254,0,0,1,0,0,0.00,0,0,0
622,1121290,1178,144572,35-39,0,10,770749,100,189.1299984,13,3,0.013,1.89,14.5485,63.0433,0.25
606,1121264,1178,144567,30-34,0,64,93015,12,18.47000015,1,0,0.0129,1.54,18.47,18.47000015,0.2
763,1121597,1178,144623,45-49,0,15,54237,7,10.77999985,2,1,0.0129,1.54,5.39,10.78,0.2
543,1121123,1178,144536,30-34,0,20,171202,22,36.53000021,3,1,0.0129,1.66,12.1767,36.53,0.21
1066,1314321,1178,179888,35-39,0,110,233845,30,40.73000062,3,0,0.0128,1.36,13.5767,40.73000062,0.17
479,951270,936,123639,35-39,1,18,784,0,0,1,1,0,0.00,0,0,0
482,951294,936,123643,35-39,1,15,699,0,0,1,0,0,0.00,0,0,0
839,1121764,1178,144651,30-34,1,19,23368,3,4.300000191,1,0,0.0128,1.43,4.3,4.300000191,0.18
648,1121338,1178,144580,35-39,0,23,31265,4,5.789999902,1,0,0.0128,1.45,5.79,5.789999902,0.19
1077,1314336,1178,179903,40-44,0,110,187236,24,34.86999965,2,2,0.0128,1.45,17.435,17.435,0.19
1086,1314349,1178,179916,45-49,0,108,267106,34,50.5,4,1,0.0127,1.49,12.625,50.5,0.19
635,1121312,1178,144575,35-39,0,18,102525,13,20.29999983,2,1,0.0127,1.56,10.15,20.3,0.2
1078,1314337,1178,179904,40-44,0,111,72157,9,13.50000036,1,1,0.0125,1.50,13.5,13.5,0.19
817,1121701,1178,144640,45-49,0,36,23973,3,4.820000052,1,1,0.0125,1.61,4.82,4.82,0.2
838,1121763,1178,144651,30-34,1,19,87832,11,18.10000038,1,1,0.0125,1.65,18.1,18.1,0.21
768,1121603,1178,144624,45-49,0,16,159478,20,33.89999998,3,1,0.0125,1.70,11.3,33.9,0.21
1060,1314313,1178,179880,35-39,0,102,128859,16,23.69999957,1,0,0.0124,1.48,23.7,23.69999957,0.18
597,1121246,1178,144562,30-34,0,36,105047,13,20.2099994,3,1,0.0124,1.55,6.7367,20.21,0.19
1076,1314334,1178,179901,40-44,0,108,146246,18,28.71999955,3,1,0.0123,1.60,9.5733,28.72,0.2
19,709179,916,103988,35-39,0,15,4627,1,1.690000057,1,0,0.0216,1.69,1.69,1.690000057,0.37
707,1121452,1178,144599,40-44,0,16,1663441,205,359.4700001,17,6,0.0123,1.75,21.1453,59.9117,0.22
483,951305,936,123644,35-39,1,10,1104,0,0,1,0,0,0.00,0,0,0
1115,1314385,1178,179952,35-39,1,114,90470,11,16.73000002,1,1,0.0122,1.52,16.73,16.73,0.18
605,1121263,1178,144567,30-34,0,64,156101,19,29.75000048,2,2,0.0122,1.57,14.875,14.875,0.19
560,1121153,1178,144541,30-34,0,24,187856,23,38.38999975,5,1,0.0122,1.67,7.678,38.39,0.2
578,1121203,1178,144554,30-34,0,29,1048861,128,219.770002,22,8,0.0122,1.72,9.9895,27.4713,0.21
632,1121309,1178,144575,35-39,0,18,131060,16,28.04999959,2,1,0.0122,1.75,14.025,28.05,0.21
695,1121428,1178,144595,35-39,0,7,131232,16,29.53999937,1,1,0.0122,1.85,29.54,29.54,0.23
488,951402,936,123661,30-34,1,29,1118,0,0,1,1,0,0.00,0,0,0
673,1121379,1178,144587,35-39,0,30,49422,6,11.17000031,1,0,0.0121,1.86,11.17,11.17000031,0.23
1114,1314384,1178,179951,35-39,1,113,441192,53,77.59999979,6,2,0.012,1.46,12.9333,38.8,0.18
1089,1314353,1178,179920,45-49,0,112,108426,13,19.58000016,1,0,0.012,1.51,19.58,19.58000016,0.18
489,951413,936,123662,30-34,1,26,1083,0,0,2,1,0,0.00,0,0,0
854,1121795,1178,144656,30-34,1,24,24959,3,4.560000062,1,1,0.012,1.52,4.56,4.56,0.18
926,1121953,1178,144682,35-39,1,25,8341,1,1.639999986,1,0,0.012,1.64,1.64,1.639999986,0.2
644,1121334,1178,144579,35-39,0,22,108362,13,22.42999983,1,1,0.012,1.73,22.43,22.43,0.21
563,1121168,1178,144545,30-34,0,25,50523,6,8.549999952,1,0,0.0119,1.43,8.55,8.549999952,0.17
572,1121185,1178,144549,30-34,0,27,260699,31,54.09999871,5,2,0.0119,1.75,10.82,27.05,0.21
565,1121173,1178,144547,30-34,0,26,278225,33,60.19999957,3,0,0.0119,1.82,20.0667,60.19999957,0.22
548,1121128,1178,144537,30-34,0,21,286553,34,62.06000042,2,1,0.0119,1.83,31.03,62.06,0.22
708,1121453,1178,144599,40-44,0,16,455248,54,105.7099996,5,2,0.0119,1.96,21.142,52.855,0.23
1053,1314301,1178,179868,30-34,0,105,312524,37,53.78999972,2,0,0.0118,1.45,26.895,53.78999972,0.17
1075,1314333,1178,179900,40-44,0,107,348180,41,60.22999907,3,1,0.0118,1.47,20.0767,60.23,0.17
1081,1314341,1178,179908,45-49,0,100,101410,12,17.94000006,4,0,0.0118,1.50,4.485,17.94000006,0.18
613,1121277,1178,144570,30-34,0,7,169108,20,32.24000025,2,1,0.0118,1.61,16.12,32.24,0.19
637,1121317,1178,144576,35-39,0,19,76355,9,14.62999988,2,0,0.0118,1.63,7.315,14.62999988,0.19
519,1121091,1178,144531,30-34,0,10,1194718,141,254.049996,28,14,0.0118,1.80,9.0732,18.1464,0.21
611,1121275,1178,144569,30-34,0,2,118522,14,26.81999981,2,1,0.0118,1.92,13.41,26.82,0.23
1070,1314326,1178,179893,40-44,0,100,76703,9,12.14999962,3,1,0.0117,1.35,4.05,12.15,0.16
891,1121863,1178,144667,30-34,1,64,94136,11,16.17999971,1,0,0.0117,1.47,16.18,16.17999971,0.17
784,1121628,1178,144628,45-49,0,21,59838,7,11.11000013,1,0,0.0117,1.59,11.11,11.11000013,0.19
490,951420,936,123664,30-34,1,27,843,0,0,1,0,0,0.00,0,0,0
615,1121279,1178,144570,30-34,0,7,93891,11,17.6400001,5,3,0.0117,1.60,3.528,5.88,0.19
544,1121124,1178,144536,30-34,0,20,128386,15,28.85000002,2,1,0.0117,1.92,14.425,28.85,0.22
714,1121467,1178,144601,40-44,0,19,42563,5,9.659999847,1,1,0.0117,1.93,9.66,9.66,0.23
625,1121293,1178,144572,35-39,0,10,427729,50,96.8999989,4,1,0.0117,1.94,24.225,96.9,0.23
626,1121296,1178,144573,35-39,0,15,180351,21,37.13000011,1,1,0.0116,1.77,37.13,37.13,0.21
523,1121096,1178,144531,30-34,0,10,750060,86,161.9099991,11,2,0.0115,1.88,14.7191,80.955,0.22
1103,1314368,1178,179935,30-34,1,112,699232,80,111.9899995,12,3,0.0114,1.40,9.3325,37.33,0.16
850,1121782,1178,144654,30-34,1,22,26340,3,4.220000029,1,1,0.0114,1.41,4.22,4.22,0.16
668,1121373,1178,144586,35-39,0,29,492784,56,95.5100013,7,4,0.0114,1.71,13.6443,23.8775,0.19
782,1121624,1178,144627,45-49,0,20,17662,2,3.189999938,1,0,0.0113,1.60,3.19,3.189999938,0.18
893,1121869,1178,144668,30-34,1,65,17870,2,2.620000005,1,1,0.0112,1.31,2.62,2.62,0.15
643,1121333,1178,144579,35-39,0,22,88970,10,14.8300004,2,0,0.0112,1.48,7.415,14.8300004,0.17
594,1121243,1178,144562,30-34,0,36,53520,6,9.2299999,1,1,0.0112,1.54,9.23,9.23,0.17
833,1121755,1178,144649,30-34,1,16,178455,20,31.5400002,6,3,0.0112,1.58,5.2567,10.5133,0.18
577,1121202,1178,144554,30-34,0,29,581281,65,115.1200008,10,5,0.0112,1.77,11.512,23.024,0.2
681,1121400,1178,144590,35-39,0,36,53933,6,9.929999948,3,1,0.0111,1.66,3.31,9.93,0.18
711,1121456,1178,144599,40-44,0,16,315281,35,65.02999854,1,0,0.0111,1.86,65.03,65.02999854,0.21
526,1121100,1178,144532,30-34,0,15,3052003,340,639.9499981,60,17,0.0111,1.88,10.6658,37.6441,0.21
1079,1314338,1178,179905,40-44,0,112,91180,10,13.55999994,1,0,0.011,1.36,13.56,13.55999994,0.15
1098,1314363,1178,179930,30-34,1,107,780967,86,119.6400018,20,4,0.011,1.39,5.982,29.91,0.15
610,1121274,1178,144569,30-34,0,2,63785,7,11.80000019,6,2,0.011,1.69,1.9667,5.9,0.18
595,1121244,1178,144562,30-34,0,36,181683,20,34.22999972,2,1,0.011,1.71,17.115,34.23,0.19
534,1121111,1178,144534,30-34,0,18,182452,20,35.73000026,4,1,0.011,1.79,8.9325,35.73,0.2
1055,1314306,1178,179873,30-34,0,110,310988,34,46.66999936,11,3,0.0109,1.37,4.2427,15.5567,0.15
546,1121126,1178,144536,30-34,0,20,45923,5,7.220000148,2,0,0.0109,1.44,3.61,7.220000148,0.16
1067,1314323,1178,179890,35-39,0,112,155426,17,25.01000023,3,0,0.0109,1.47,8.3367,25.01000023,0.16
830,1121751,1178,144649,30-34,1,16,275930,30,46.77999997,5,2,0.0109,1.56,9.356,23.39,0.17
522,1121095,1178,144531,30-34,0,10,459690,50,86.33000112,5,2,0.0109,1.73,17.266,43.165,0.19
618,1121285,1178,144571,30-34,0,66,37187,4,6.370000005,1,0,0.0108,1.59,6.37,6.370000005,0.17
624,1121292,1178,144572,35-39,0,10,362296,39,67.77000129,7,3,0.0108,1.74,9.6814,22.59,0.19
598,1121250,1178,144565,30-34,0,63,287976,31,59.43999982,3,2,0.0108,1.92,19.8133,29.72,0.21
687,1121413,1178,144592,35-39,0,64,65060,7,14.5200001,1,1,0.0108,2.07,14.52,14.52,0.22
1085,1314348,1178,179915,45-49,0,107,121769,13,18.41999996,2,1,0.0107,1.42,9.21,18.42,0.15
805,1121674,1178,144636,45-49,0,29,168655,18,27.29999983,2,0,0.0107,1.52,13.65,27.29999983,0.16
832,1121754,1178,144649,30-34,1,16,328272,35,55.99000025,2,1,0.0107,1.60,27.995,55.99,0.17
657,1121353,1178,144582,35-39,0,25,28194,3,3.709999919,2,0,0.0106,1.24,1.855,3.709999919,0.13
787,1121638,1178,144630,45-49,0,23,18946,2,3.599999905,1,0,0.0106,1.80,3.6,3.599999905,0.19
